hPHPUnit 5.7.5 by Sebastian Bergmann and contributors.

.                                                                   1 / 1 (100%)-2000 | 1.05
-1995 | 1.0501253133
-1990 | 1.0502512563
-1985 | 1.0503778338
-1980 | 1.0505050505
-1975 | 1.0506329114
-1970 | 1.0507614213
-1965 | 1.0508905852
-1960 | 1.0510204082
-1955 | 1.0511508951
-1950 | 1.0512820513
-1945 | 1.0514138817
-1940 | 1.0515463918
-1935 | 1.0516795866
-1930 | 1.0518134715
-1925 | 1.0519480519
-1920 | 1.0520833333
-1915 | 1.0522193211
-1910 | 1.0523560209
-1905 | 1.0524934383
-1900 | 1.0526315789
-1895 | 1.0527704485
-1890 | 1.0529100529
-1885 | 1.0530503979
-1880 | 1.0531914894
-1875 | 1.0533333333
-1870 | 1.0534759358
-1865 | 1.0536193029
-1860 | 1.0537634409
-1855 | 1.0539083558
-1850 | 1.0540540541
-1845 | 1.054200542
-1840 | 1.0543478261
-1835 | 1.0544959128
-1830 | 1.0546448087
-1825 | 1.0547945205
-1820 | 1.0549450549
-1815 | 1.0550964187
-1810 | 1.0552486188
-1805 | 1.055401662
-1800 | 1.0555555556
-1795 | 1.0557103064
-1790 | 1.0558659218
-1785 | 1.056022409
-1780 | 1.0561797753
-1775 | 1.0563380282
-1770 | 1.0564971751
-1765 | 1.0566572238
-1760 | 1.0568181818
-1755 | 1.056980057
-1750 | 1.0571428571
-1745 | 1.0573065903
-1740 | 1.0574712644
-1735 | 1.0576368876
-1730 | 1.0578034682
-1725 | 1.0579710145
-1720 | 1.0581395349
-1715 | 1.0583090379
-1710 | 1.0584795322
-1705 | 1.0586510264
-1700 | 1.0588235294
-1695 | 1.0589970501
-1690 | 1.0591715976
-1685 | 1.059347181
-1680 | 1.0595238095
-1675 | 1.0597014925
-1670 | 1.0598802395
-1665 | 1.0600600601
-1660 | 1.0602409639
-1655 | 1.0604229607
-1650 | 1.0606060606
-1645 | 1.0607902736
-1640 | 1.0609756098
-1635 | 1.0611620795
-1630 | 1.0613496933
-1625 | 1.0615384615
-1620 | 1.0617283951
-1615 | 1.0619195046
-1610 | 1.0621118012
-1605 | 1.062305296
-1600 | 1.0625
-1595 | 1.0626959248
-1590 | 1.0628930818
-1585 | 1.0630914826
-1580 | 1.0632911392
-1575 | 1.0634920635
-1570 | 1.0636942675
-1565 | 1.0638977636
-1560 | 1.0641025641
-1555 | 1.0643086817
-1550 | 1.064516129
-1545 | 1.0647249191
-1540 | 1.0649350649
-1535 | 1.0651465798
-1530 | 1.0653594771
-1525 | 1.0655737705
-1520 | 1.0657894737
-1515 | 1.0660066007
-1510 | 1.0662251656
-1505 | 1.0664451827
-1500 | 1.0666666667
-1495 | 1.0668896321
-1490 | 1.067114094
-1485 | 1.0673400673
-1480 | 1.0675675676
-1475 | 1.0677966102
-1470 | 1.0680272109
-1465 | 1.0682593857
-1460 | 1.0684931507
-1455 | 1.0687285223
-1450 | 1.0689655172
-1445 | 1.0692041522
-1440 | 1.0694444444
-1435 | 1.0696864111
-1430 | 1.0699300699
-1425 | 1.0701754386
-1420 | 1.0704225352
